Department,Department Name,Division,Gender,Base Salary,Grade
DEP,Department of Environmental Protection,Recycling and Refuse Services,M,89332.3,21
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,78902,18
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,80743.1,23
DEP,Department of Environmental Protection,Resource Conversion,F,71243.91,16
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,70974.05,21
DEP,Department of Environmental Protection,Director,M,190000,0
DEP,Department of Environmental Protection,Materials Management,M,124745,M3
DEP,Department of Environmental Protection,Low-Impact Development,M,99852,23
DEP,Department of Environmental Protection,Low-Impact Development,F,99852,23
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,M,76687.5,23
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,F,76687.5,23
DEP,Department of Environmental Protection,Watershed Restoration Division,M,79346,23
DEP,Department of Environmental Protection,Resource Conversion,F,79755,20
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,M,61350,23
DEP,Department of Environmental Protection,Recycling and Resource Management Division,F,65440,17
DEP,Department of Environmental Protection,Office of Energy and Climate,F,86912.5,23
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,80000,21
DEP,Department of Environmental Protection,Resource Conversion,F,62488,13
DEP,Department of Environmental Protection,Communications and Public Engagement,F,144751,M3
DEP,Department of Environmental Protection,"Planning, Outreach and Monitoring",M,68000,22
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,F,50000,16
DEP,Department of Environmental Protection,Recycling and Refuse Services,M,79000,21
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,78902,18
DEP,Department of Environmental Protection,Waste Reduction and Recycling,M,78902,18
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,53000,18
DEP,Department of Environmental Protection,Environmental Compliance Group,M,95000,24
DEP,Department of Environmental Protection,Design and Construction,M,76500,23
DEP,Department of Environmental Protection,Director,M,82000,25
DEP,Department of Environmental Protection,Resource Conversion,M,82000,23
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,57000,18
DGS,Department of General Services,Fleet Management Services,M,115099,26
DGS,Department of General Services,Fleet Management Services,F,71852,16
DGS,Department of General Services,Fleet Management Services,F,109761,25
DGS,Department of General Services,Real Estate Office,F,144751,M3
DGS,Department of General Services,ADA Compliance,F,95184.08,21
DGS,Department of General Services,Building Design and Construction,F,126584,28
DGS,Department of General Services,Building Design and Construction,F,126584,28
DGS,Department of General Services,Fleet Management Fleet Services,M,134880.55,M3
DGS,Department of General Services,Fleet Management Fleet Services,M,137263.62,M3
DGS,Department of General Services,Administration and Budget,F,109103.4,25
DGS,Department of General Services,Central Duplicating,M,56967,11
DGS,Department of General Services,Fleet Management Administration,M,86669,20
DGS,Department of General Services,Building Design and Construction,M,126584,28
DGS,Department of General Services,Building Design and Construction,M,126584,28
DGS,Department of General Services,Fleet Automotive Heavy Equipment,F,71852,16
DGS,Department of General Services,Property Management,M,88071.61,21
DGS,Department of General Services,Contracting and Accounts Payable,M,71852,16
DGS,Department of General Services,Central Duplicating,M,129922.62,M3
DGS,Department of General Services,Fleet Management Services,F,99852,23
DGS,Department of General Services,Contracting and Accounts Payable,M,99852,23
DGS,Department of General Services,Property Management,M,104680,24
DGS,Department of General Services,Building Design and Construction,F,71852,16
DGS,Department of General Services,Central Services,F,167345,M2
DGS,Department of General Services,Fleet Management Administration,F,75290,17
DGS,Department of General Services,Building Design and Construction,F,144751,M3
DGS,Department of General Services,Director,M,210143,0
DGS,Department of General Services,Real Estate Office,F,71852,16
DGS,Department of General Services,Building Design and Construction,M,126584,28
DGS,Department of General Services,Building Design and Construction,M,126584,28
DGS,Department of General Services,Contracting and Accounts Payable,M,166175.56,M3
DGS,Department of General Services,Fleet Management Services,F,144654.81,M3
DGS,Department of General Services,Building Design and Construction,M,126584,28
DGS,Department of General Services,Facilities Maintenance,M,95236,22
DGS,Department of General Services,Building Design and Construction,F,126584,28
DGS,Department of General Services,Building Design and Construction,M,144702.16,M3
DGS,Department of General Services,Fleet Automotive Heavy Equipment,F,90848,21
DGS,Department of General Services,Building Design and Construction,F,120703,27
DGS,Department of General Services,Facilities Major Programs,M,99852,23
DGS,Department of General Services,Planning and Development,F,167340.53,M2
DGS,Department of General Services,Property Management,M,104475.2,24
DGS,Department of General Services,Facilities Major Programs,M,120703,27
DGS,Department of General Services,Fleet Management Administration,F,109761,25
DGS,Department of General Services,Building Design and Construction,F,126584,28
DGS,Department of General Services,Building Design and Construction,M,120703,27
DGS,Department of General Services,Building Design and Construction,M,120703,27
DGS,Department of General Services,Building Design and Construction,M,126584,28
DGS,Department of General Services,Fleet Management Services,F,71852,16
DGS,Department of General Services,Fleet Management Services,M,69281.95,16
DGS,Department of General Services,Building Design and Construction,M,144751,M3
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,136428.66,M3
DGS,Department of General Services,Building Design and Construction,M,126584,28
DGS,Department of General Services,Building Design and Construction,F,120703,27
DGS,Department of General Services,Administration and Budget,F,90848,21
DGS,Department of General Services,Fleet Automotive Heavy Equipment,F,75157.07,21
DGS,Department of General Services,Fleet Management Services,M,60241.38,16
DGS,Department of General Services,Facilities,M,75290,17
DGS,Department of General Services,Building Design and Construction,M,144751,M3
DGS,Department of General Services,Building Design and Construction,M,167345,M2
DGS,Department of General Services,Building Design and Construction,M,144751,M3
DGS,Department of General Services,Fleet Management Administration,M,99852,23
DGS,Department of General Services,Facilities Major Programs,M,120703,27
DGS,Department of General Services,Facilities Maintenance,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,82691,19
DGS,Department of General Services,Facilities Major Programs,M,86669,20
DGS,Department of General Services,Facilities Maintenance,M,82691,19
DGS,Department of General Services,ADA Compliance,M,91831.79,23
DGS,Department of General Services,Fleet Management Fleet Services,M,64993.67,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Automation,M,98209.01,23
DGS,Department of General Services,Building Design and Construction,M,126584,28
DGS,Department of General Services,Fleet Management Services,M,69281.95,16
DGS,Department of General Services,Facilities Maintenance,M,68575,15
DGS,Department of General Services,Facilities Maintenance,M,78902,18
DGS,Department of General Services,Facilities Maintenance,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,104680,24
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,95236,22
DGS,Department of General Services,Facilities Maintenance,M,68575,15
DGS,Department of General Services,Facilities,F,90848,21
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Central Duplicating,M,71852,16
DGS,Department of General Services,Automation,M,139242.93,30
DGS,Department of General Services,Fleet Management Services,M,109761,25
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,22
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,82691,19
DGS,Department of General Services,Facilities,M,166175.56,M3
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Facilities Maintenance,F,49681,8
DGS,Department of General Services,Facilities Maintenance,F,45837.5,8
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,95236,22
DGS,Department of General Services,Facilities Maintenance,M,68575,15
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Fleet Management Services,M,69974.74,16
DGS,Department of General Services,Fleet Management Services,M,69974.74,16
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Building Design and Construction,M,99852,23
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,22
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Facilities Maintenance,F,49681,8
DGS,Department of General Services,Facilities Maintenance,F,49681,8
DGS,Department of General Services,Facilities Maintenance,M,68575,15
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,22
DGS,Department of General Services,Central Duplicating,M,56967,11
DGS,Department of General Services,Facilities Maintenance,M,82691,19
DGS,Department of General Services,Fleet Management Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DOT,Department of Transportation,Highway Services,M,40649,14
DGS,Department of General Services,Fleet Management Administration,M,99852,23
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,78902,18
DGS,Department of General Services,Fleet Management Services,M,69281.95,16
DGS,Department of General Services,Fleet Management Fleet Services,M,104680,24
DGS,Department of General Services,Facilities Maintenance,M,49681,8
DGS,Department of General Services,Facilities Maintenance,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Facilities,M,71796.77,12
DGS,Department of General Services,Fleet Management Fleet Services,M,80186,22
DGS,Department of General Services,Fleet Management Services,M,71852,16
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,104680,24
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,22
DGS,Department of General Services,Facilities Maintenance,F,49681,8
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,95236,22
DGS,Department of General Services,Property Management,M,104680,24
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Central Duplicating,M,71852,16
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,78902,18
DGS,Department of General Services,Building Design and Construction,M,99852,23
DGS,Department of General Services,Facilities Major Programs,M,86669,20
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,75290,17
DGS,Department of General Services,Fleet Management Services,M,71852,16
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Facilities Maintenance,F,49681,8
DGS,Department of General Services,Facilities,M,70476.8,16
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,78902,18
DGS,Department of General Services,Fleet Management Services,M,69974.74,16
DGS,Department of General Services,Fleet Management Services,M,69974.77,16
DGS,Department of General Services,Central Duplicating,M,64057.57,15
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,22
DGS,Department of General Services,Facilities Maintenance,M,75290,17
DGS,Department of General Services,Facilities Maintenance,M,95236,22
DGS,Department of General Services,Facilities Maintenance,M,49681,8
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,86243.07,22
DGS,Department of General Services,Facilities Maintenance,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Facilities Maintenance,F,43562.99,8
DGS,Department of General Services,Fleet Management Fleet Services,M,104680,24
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,72780.46,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,68575,15
DGS,Department of General Services,Fleet Management Administration,M,90848,21
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,95236,22
DGS,Department of General Services,Fleet Management Fleet Services,M,75290,17
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,100725.08,24
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Facilities Maintenance,F,49681,8
DGS,Department of General Services,Facilities Maintenance,M,68575,15
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,78902,18
DGS,Department of General Services,Facilities Maintenance,M,59660,12
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,63026.38,17
DGS,Department of General Services,Fleet Management Services,M,78902,18
DGS,Department of General Services,Facilities Maintenance,M,78902,18
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,ADA Compliance,M,99852,23
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Services,M,71360.41,16
DGS,Department of General Services,Administration and Budget,F,109103.39,25
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,78902,18
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,22
DGS,Department of General Services,Real Estate Office,F,109761,25
DGS,Department of General Services,Central Duplicating,F,90848,21
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,22
DGS,Department of General Services,Facilities Maintenance,M,68575,15
DGS,Department of General Services,Facilities Maintenance,M,78902,18
DGS,Department of General Services,Facilities Maintenance,M,82691,19
DGS,Department of General Services,Fleet Management Services,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,49681,8
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,95236,22
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Property Management,M,104680,24
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Property Management,M,104680,24
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Fleet Management Administration,M,90848,21
DGS,Department of General Services,Building Design and Construction,M,99852,23
DGS,Department of General Services,Facilities Maintenance,M,49681,8
DGS,Department of General Services,Property Management,M,104680,24
DGS,Department of General Services,Facilities Maintenance,M,73459.24,17
DGS,Department of General Services,Facilities Maintenance,M,75290,17
DGS,Department of General Services,Facilities Maintenance,M,49681,8
DGS,Department of General Services,Facilities Maintenance,F,49681,8
DGS,Department of General Services,Facilities Major Programs,M,62488,13
DGS,Department of General Services,Facilities Maintenance,M,68575,15
DGS,Department of General Services,Building Design and Construction,M,99852,23
DGS,Department of General Services,Facilities Maintenance,M,95236,22
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,95236,22
DGS,Department of General Services,Building Design and Construction,M,99852,23
DGS,Department of General Services,Building Design and Construction,M,97479.19,23
DGS,Department of General Services,Fleet Management Services,M,76486.84,16
DGS,Department of General Services,Central Duplicating,F,70682.91,20
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,22
DGS,Department of General Services,Facilities Maintenance,F,48018.96,8
DGS,Department of General Services,Facilities Maintenance,M,68575,15
DGS,Department of General Services,Facilities Maintenance,F,45837.5,8
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,78902,18
DGS,Department of General Services,Building Design and Construction,M,99852,23
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Administration,M,86440.62,21
DGS,Department of General Services,Fleet Management Services,M,69965.6,16
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,22
DGS,Department of General Services,Fleet Management Services,M,69974.77,16
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Automation,M,103403.51,26
DGS,Department of General Services,Facilities Maintenance,M,45484.36,12
DGS,Department of General Services,Central Duplicating,M,73088.55,20
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,54044,18
DGS,Department of General Services,Director,M,187233,M1
DGS,Department of General Services,Fleet Management Services,M,89188.69,23
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Fleet Management Administration,M,109761,25
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,22
DGS,Department of General Services,Fleet Management Fleet Services,M,77745,22
DGS,Department of General Services,Real Estate Office,M,109761,25
DGS,Department of General Services,Facilities,F,92806.27,25
DGS,Department of General Services,Central Duplicating,M,61770.98,14
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Central Duplicating,M,54100.26,11
DGS,Department of General Services,Administration and Budget,F,92806.26,25
DGS,Department of General Services,Central Duplicating,F,56873.98,14
DOT,Department of Transportation,Highway Services,M,40648.61,14
DGS,Department of General Services,Fleet Management Fleet Services,M,77192.55,19
DGS,Department of General Services,Central Duplicating,M,53513.23,11
DGS,Department of General Services,Central Duplicating,M,67816.85,16
DGS,Department of General Services,Central Duplicating,F,62488,13
DGS,Department of General Services,Central Duplicating,F,54849.86,11
DGS,Department of General Services,Fleet Management Services,M,69281.95,16
DGS,Department of General Services,Fleet Management Services,M,63992.88,16
DGS,Department of General Services,Central Duplicating,M,65107.75,17
DGS,Department of General Services,Building Design and Construction,M,126584,28
DGS,Department of General Services,Central Duplicating,M,56924.68,15
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Automation,F,112496.66,28
DGS,Department of General Services,Facilities Maintenance,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,43756.72,8
DGS,Department of General Services,Facilities Maintenance,F,43756.72,8
DGS,Department of General Services,Fleet Management Fleet Services,M,69623.68,19
DGS,Department of General Services,Facilities Maintenance,M,66783.79,15
DGS,Department of General Services,Fleet Management Fleet Services,M,77192.55,19
DGS,Department of General Services,Facilities Maintenance,M,51593.7,15
DGS,Department of General Services,Fleet Management Administration,M,99852,23
DGS,Department of General Services,Fleet Management Services,M,107176.77,25
DGS,Department of General Services,Central Duplicating,M,71494.09,16
DGS,Department of General Services,Facilities Maintenance,M,47848,18
DGS,Department of General Services,Planning and Development,F,103505.78,25
DGS,Department of General Services,Facilities Maintenance,M,77896.16,18
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,72052.59,17
DGS,Department of General Services,Facilities Maintenance,M,77896.16,18
DGS,Department of General Services,Facilities Maintenance,M,77896.16,18
DGS,Department of General Services,Property Management,F,104680,24
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,77896.16,18
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,ADA Compliance,M,126584,28
DGS,Department of General Services,Property Management,F,104680,24
DGS,Department of General Services,Fleet Management Services,M,74395.04,19
DGS,Department of General Services,Facilities Maintenance,M,79565.39,19
DGS,Department of General Services,Fleet Management Fleet Services,M,86242.19,22
DGS,Department of General Services,Facilities Maintenance,M,78902,18
DGS,Department of General Services,Fleet Management Fleet Services,M,79894.36,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19
DGS,Department of General Services,Director,F,163190.05,M2
DGS,Department of General Services,Facilities Maintenance,M,60535.93,18
DGS,Department of General Services,Fleet Management Administration,M,67221.09,21
DGS,Department of General Services,Facilities,M,41662.9,5
DGS,Department of General Services,Facilities,F,59175.84,18
DGS,Department of General Services,Building Design and Construction,M,126584,28
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,77192.55,19
DGS,Department of General Services,Energy and Sustainability,M,126584,28
DGS,Department of General Services,Contracting and Accounts Payable,F,83475.5,23
DGS,Department of General Services,Real Estate Office,M,109761,25
DGS,Department of General Services,Fleet Management Fleet Services,M,63000.37,19
DGS,Department of General Services,Automation,M,97624.54,26
DGS,Department of General Services,Fleet Management Services,F,69272.98,16
DGS,Department of General Services,Fleet Management Services,M,61503.47,16
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Administration and Budget,M,40351.46,12
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Fleet Management Fleet Services,M,62796.66,19
DGS,Department of General Services,Administration and Budget,M,100938.17,25
DGS,Department of General Services,Contracting and Accounts Payable,F,78121.82,25
DGS,Department of General Services,Energy and Sustainability,M,108502.53,25
DGS,Department of General Services,Facilities Maintenance,M,72723.81,18
DGS,Department of General Services,Fleet Management Fleet Services,M,77192.55,19
DGS,Department of General Services,ADA Compliance,M,99871.66,25
DGS,Department of General Services,Fleet Management Administration,F,77677.94,18
DGS,Department of General Services,Facilities Maintenance,M,67099.75,17
DGS,Department of General Services,Fleet Management Fleet Services,M,64602.19,22
DGS,Department of General Services,Central Duplicating,F,47414.45,11
DGS,Department of General Services,Facilities Maintenance,M,72307.05,18
DGS,Department of General Services,Facilities Major Programs,M,37931.56,5
DGS,Department of General Services,Fleet Management Services,M,57968.62,16
DGS,Department of General Services,Central Duplicating,M,53341.26,11
DGS,Department of General Services,Fleet Management Fleet Services,M,58675.39,19
DGS,Department of General Services,Central Duplicating,M,57501.88,16
DGS,Department of General Services,Fleet Management Fleet Services,M,79037.2,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,85897,22
DGS,Department of General Services,Energy and Sustainability,M,82562.48,22
DGS,Department of General Services,Fleet Management Fleet Services,M,67268.99,19
DGS,Department of General Services,Facilities Major Programs,M,67922.91,21
DGS,Department of General Services,Director,M,187233,M1
DGS,Department of General Services,Central Duplicating,F,45013.36,11
DGS,Department of General Services,Facilities Maintenance,M,56638.19,15
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,19
DGS,Department of General Services,Facilities Maintenance,M,55861.71,15
DGS,Department of General Services,Central Duplicating,M,48599.68,11
DGS,Department of General Services,Central Duplicating,M,50834.15,11
DGS,Department of General Services,Central Duplicating,M,49716.92,11
DGS,Department of General Services,Central Duplicating,M,48041.07,11
DGS,Department of General Services,Facilities Maintenance,M,51255.35,18
DGS,Department of General Services,Facilities,F,71852,16
DGS,Department of General Services,Office of the Director,F,78902.24,18
DGS,Department of General Services,Fleet Management Fleet Services,M,88904,22
DGS,Department of General Services,Facilities Maintenance,M,67034.05,17
DGS,Department of General Services,Fleet Management Services,M,57038.37,16
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,74581.76,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,79037.31,19
DGS,Department of General Services,Central Duplicating,M,34147.77,9
DGS,Department of General Services,Fleet Management Services,M,62932.12,16
DGS,Department of General Services,Fleet Management Services,M,65626,16
DGS,Department of General Services,Facilities Maintenance,M,54895.59,11
DGS,Department of General Services,Facilities Maintenance,M,33118.05,7
DGS,Department of General Services,Fleet Management Services,M,64119.53,16
DGS,Department of General Services,Fleet Management Fleet Services,M,61564.28,19
DGS,Department of General Services,Fleet Management Fleet Services,M,78327.56,19
DGS,Department of General Services,Central Duplicating,M,56837.98,16
DGS,Department of General Services,Facilities,M,162812.68,M2
DGS,Department of General Services,Facilities Maintenance,M,138037.5,M3
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,78357.62,19
DGS,Department of General Services,Fleet Management Fleet Services,M,63293.77,19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,56691.2,19
DGS,Department of General Services,Fleet Management Fleet Services,M,79037.2,19
DGS,Department of General Services,Fleet Management Fleet Services,M,62795.92,19
DGS,Department of General Services,Fleet Management Fleet Services,M,67269.05,19
DGS,Department of General Services,Facilities Maintenance,M,43756.72,8
DGS,Department of General Services,Fleet Management Fleet Services,M,58620.85,19
DGS,Department of General Services,ADA Compliance,M,135000,M3
DGS,Department of General Services,Fleet Management Fleet Services,M,77192.5,19
DGS,Department of General Services,Fleet Management Fleet Services,M,75494.1,19
DGS,Department of General Services,Fleet Management Fleet Services,M,57087,16
DGS,Department of General Services,Fleet Management Fleet Services,M,48066,16
DGS,Department of General Services,Central Duplicating,M,46000,11
DGS,Department of General Services,Fleet Management Fleet Services,M,48066,16
DGS,Department of General Services,Facilities Maintenance,M,56237.5,15
DGS,Department of General Services,Fleet Management Fleet Services,M,71852,16
DGS,Department of General Services,Planning and Development,F,75000,18
DGS,Department of General Services,Central Duplicating,M,85000,23
DGS,Department of General Services,Central Duplicating,F,45000,11
DGS,Department of General Services,Central Duplicating,F,50000,11
DGS,Department of General Services,Facilities Major Programs,M,84000,20
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,22
DGS,Department of General Services,Fleet Management Fleet Services,M,63294,16
DGS,Department of General Services,Central Duplicating,M,47000,13
DGS,Department of General Services,Facilities Maintenance,F,35487.84,8
DGS,Department of General Services,Energy and Sustainability,M,138000,M3
DGS,Department of General Services,Automation,M,112000,28
DHS,Office of Emergency Management and Homeland Security,Director's Office,F,109761,25
DHS,Office of Emergency Management and Homeland Security,Director's Office,F,90848,21
DHS,Office of Emergency Management and Homeland Security,Operations and Training,M,134302.67,M3
DHS,Office of Emergency Management and Homeland Security,Hazmat Permitting,F,78902,18
DHS,Office of Emergency Management and Homeland Security,Director's Office,M,126320.52,M3
DHS,Office of Emergency Management and Homeland Security,Director's Office,F,78902,18
DHS,Office of Emergency Management and Homeland Security,Operations and Training,M,89763.17,26
DHS,Office of Emergency Management and Homeland Security,Policy and Planning,M,112006.14,26
DHS,Office of Emergency Management and Homeland Security,Policy and Planning,F,125005.91,M3
DHS,Office of Emergency Management and Homeland Security,Director's Office,M,180010,M1
DHS,Office of Emergency Management and Homeland Security,Operations and Training,M,94500.54,26
DHS,Office of Emergency Management and Homeland Security,Policy and Planning,F,92227.15,26
DHS,Office of Emergency Management and Homeland Security,Operations and Training,M,104803.59,26
DHS,Office of Emergency Management and Homeland Security,Policy and Planning,M,94357.12,26
DHS,Office of Emergency Management and Homeland Security,Operations and Training,M,80439.44,26
DOT,Department of Transportation,Transit Services,F,62488,13
DOT,Department of Transportation,Director Management Services,F,90848,21
DOT,Department of Transportation,Highway Services,F,68575,15
DOT,Department of Transportation,Highway Services,F,78902,18
